MlsNumber,PublicRemarks,Bathrooms,Bedrooms,InteriorSize,Type,Ammenities,Address,Longitude,Latitude,PostalCode,NeighbourHood,Price,PropertyType,ParkingSpace,OwnershipType,Appliances,FlooringType,BasementType,HeatingType,LandSize,AmmenitiesNearBy,PropertyTax,ZoningDescription,LowResPhoto
"40080584","Welcome to your new home! 14 Geneva Crescent has been well cared for over the years and is the perfect space for all stages of buyers. Offering 3+1 bedrooms, 2 bathrooms and lots of big windows that flood the home with natural light. The main floor features hardwood flooring, fresh paint, and bright spacious rooms for all of your entertaining needs. The living room is at the front of the home with large bay window and the perfect spot to cozy up for a night in, and the kitchen and dining room are open to each other making meal preparation a breeze, and with access to the backyard just off the kitchen it makes for easy BBQing. Finishing off the main floor are 3 bedrooms and 4 PC bathroom. The lower level is fully finished and includes a second kitchen with lots of cupboard space, a bar area and large rec room making it a great second space for when there are conflicting TV shows to watch. Also in the basement youll find a new 3 PC bathroom (2020), spacious basement bedroom with large window and closet organizer, and extra storage space. Big ticket updates have been recently completed so all you need to worry about is moving in your things. Furnace (2021), Roof and Windows (2014), Freshly Painted (2021) washer and dryer (2020). The home is in a central location, walking distance to schools, many every day amenities, public transit, and its located in park heaven with 4 nearby parks and a long list of recreation facilities like basketball and volleyball courts, dog parks, splash pad, skate park, trails and tracks. (63014025)","2","3 + 1","1042.0000","House",,"14 GENEVA Crescent|Kitchener, Ontario N2E1M9","-80.47727667","43.41793457","N2E1M9",,"$569,900 ","Single Family",,"Freehold","Water softener",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Hospital, Park, Playground, Public Transit, Schools",,"RES","https://cdn.realtor.ca/listing/TS637514988638130000/reb20/highres/4/40080584_1.jpg"
"40080657","Welcome to 28 Metzloff Drive! Beautifully renovated 3 bed/3 bath detached modern house that has an older charm on a tree lined street with a boulevard. Located close to many amenities, transit, schools, recreational parks and trails.  Boasts many great features. This house is turn-key with updated electrical (2017), plumbing (2017), gas (2018), HVAC (2018), Leaf Guard gutters (2018) and the list goes on and on. Huge pool-sized yard with a large deck for entertaining (16x12). New hardwood floors throughout.  Vinyl flooring in the laundry, mud-room and main floor bath. A washroom on every floor! Workshop and wood finishing's throughout the basement giving the home warmth and character. Lighting throughout including pot lights and accent lighting in the kitchen. New kitchen cabinets and water filtration system (2018) as well as an island for eating and entertaining.  New Granite countertops in gorgeous Superwhite with grey veining. For car enthusiasts, enjoy outdoor hot and cold soft water for washing and detailing your vehicles.  This house won't disappoint - Great House, Great Neighbourhood, Great Neighbours! (63011438)","3","3 + 0",,"House",,"28 METZLOFF Drive|Kitchener, Ontario N2M1Z2","-80.50760211","43.44204528","N2M1Z2",,"$599,900 ","Single Family",,"Freehold","Dishwasher, Refrigerator, Stove, Water softener, Hood Fan",,"Full (Finished)","Forced air","under 1/2 acre","Airport, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637520124712200000/reb16/highres/7/40080657_1.jpg"
"40081006","Over 2000 sq ft of Living space! Huron Area Beauty! This Home has everything that you have been waiting for! Beautiful open concept main floor with hardwood and ceramic flooring, nice kitchen with island, sliding door that take you to the nice size backyard with custom design patio shed. You will love the Huge second floor Family Room with a lot of natural light, master bedroom with en-suite bathroom, good size bedrooms. For your convince Finished Basement with laminate flooring. Furnace about 3 years Old and water softener 1 year old. (63011487)","3","3 + 0",,"House",,"378 PARKVALE Drive|Kitchener, Ontario N2R1Y5","-80.48487952","43.38919811","N2R1Y5",,"$729,900 ","Single Family","3","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Public Transit, Schools",,"Residential","https://cdn.realtor.ca/listing/TS637514188179800000/reb16/highres/6/40081006_1.jpg"
"X5151302","This 4 Bed 2 Bath, Beautiful Back Split, Centrally Located And Close To Sunrise Shopping Centre, Highway Access, And Great Community Centres Is Just Waiting For You! Situated On A Large 50X140 Lot, In A Mature Neighbourhood, It's Not To Be Missed. The Enormous Windows Add Tons Of Light To The Space. A Fully Fenced Yard, And A Generously Sized Double Wide Driveway Make This Great For Families.**** EXTRAS **** The Fireplace In The Large & Fully Finished Basement Is Perfect For Cozy Nights In With Family. (28080433)","2","4",,"House",,"1208 OTTAWA ST S|Kitchener, Ontario N2E1L8","-80.5082745","43.4192106","N2E1L8",,"$600,000 ","Single Family","5","Freehold",,,"Full (Finished)","Forced air (Natural gas)","50 x 140 FT","Schools","$3,661",,"https://cdn.realtor.ca/listing/TS637514123224430000/reb86/highres/2/x5151302_1.jpg"
"40080723","Opportunity knocks for the entrepreneur!  Need a place with potential for a home business, day care or duplex?  This all brick 2 storey home offers R5 zoning with 2 driveways and plenty of parking.  For those thinking duplex, there is a rough in for a kitchen and a walkout to an upper deck.  The unfinished 22' x 12' walkup attic would make a great loft space. The basement has a separate side entrance.  The home also offers great outdoor living space with a lower deck, patio and sunny fenced yard.  Have a look and put your plans in motion! (63008961)","2","3 + 1","1200.0000","House",,"404 LANCASTER Street W|Kitchener, Ontario N2H4V9","-80.48414056","43.47148573","N2H4V9",,"$550,000 ","Single Family",,"Freehold","Dryer, Refrigerator, Stove, Washer",,"Full (Partially finished)","Baseboard heaters, (Electric)","0.11 ac|under 1/2 acre","Public Transit, Schools, Shopping",,"R5","https://cdn.realtor.ca/listing/TS637515252452700000/reb16/highres/3/40080723_1.jpg"
"40079408","Welcome to 106 Indian Rd. This inviting, well cared for home boasting nearly 1700 sq/ft of living space has so much to offer. Located in a mature family friendly neighbourhood and backing directly onto a park with it's own gated access! Schools and shopping are within walking distance. Many upgrades have been done. Ceramic and hardwood flooring abound everywhere. The kitchen has updated oak cabinetry with a walkout to a two tiered deck overlooking the park. The master bedroom even has it's own walkout to the upper deck level. There is an ample sized rec room downstairs, as well as a 3 piece washroom with standup shower. The home and location has it all. Won't last long! (63007340)","2","3 + 0",,"House",,"106 INDIAN Road|Kitchener, Ontario N2B2S5","-80.43880967","43.45536023","N2B2S5",,"$649,900 ","Single Family","4","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Water softener, Washer, Microwave Built-in, Window Coverings",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Airport, Hospital, Park, Place of Worship, Playground, Public Transit, Schools, Ski area",,"R-3","https://cdn.realtor.ca/listing/TS637513971293230000/reb16/highres/8/40079408_1.jpg"
"40078890","Welcome to 1208 Ottawa Street South! This 4 bed 2 bath, beautiful  back split, centrally located and close to sunrise shopping centre, highway access, and great community centres is just waiting for you! Situated on a large 50x140 lot, in a mature neighbourhood, its not to be missed. The enormous windows add tons of light to the space. A fully fenced yard, and a generously sized double wide driveway make this great for families. The fireplace in the large & fully finished basement is perfect for cozy nights in with family.  Dont miss your opportunity to call this property HOME! Book your showing now! (63006408)","2","4 + 0",,"House",,"1208 OTTAWA Street S|Kitchener, Ontario N2E1L8","-80.508274","43.419211","N2E1L8",,"$600,000 ","Single Family","5","Freehold","Dryer, Refrigerator, Stove, Washer",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Schools, Shopping",,"Residential","https://cdn.realtor.ca/listing/TS637513904825570000/reb20/highres/0/40078890_1.jpg"
"X5150984","Great Single Detached Home In A Popular Neighborhood, Very Conveniently Located Within Walking Distance To Sunrise Shopping Center, Highway, Two Schools And Daycare. Open Concept Living/Dining/Kitchen, Sliding Door Open To A Wide Concrete Patio And Nice Oversized Fenced Backyard. Main Floor Features A Powder Room, Large Bright Living Room With Hardwood Floors, Kitchen With Granite Countertops, Backsplash, Stainless Steel Appliances.**** EXTRAS **** Finished Basement Features New Laminate Floor, Large Rec-Room, 3 Pcs Bathroom, Laundry, Mechanical Room And Cold Room. Perfect Home For Young Families Boasts Over 2100 Sq Ft Living Space, Move-In Ready. 3 Car Parking, Roof 2017 (28078190)","3","3",,"House",,"122 MOUNTAIN LAUREL CRES|Kitchener, Ontario N2E3W8","-80.515145","43.405086","N2E3W8",,"$729,900 ","Single Family","3","Freehold",,,"Full (Finished)","Forced air (Natural gas)","31.99 x 109.3 FT","Park, Public Transit, Schools","$3,612",,"https://cdn.realtor.ca/listing/TS637513421441970000/reb82/highres/4/x5150984_1.jpg"
"40080777","Desirable Forest Hill! This lovely Sidesplit has curb appeal galore! The front yard is landscaped and features a Rain Garden which is not only beautiful but is also environmentally friendly!  The main level is open, bright and carpet free! Upstairs features 3 spacious bedrooms and is also carpet free! On the lower level you will find a bright  SEPARETED ENTERANCE LEGALE BASEMENT APARTEMENT. NEWLY RENOVATED NEW KITCHEN (2021) NEW FURNACE (2020)  NEW FLOORING AND PAINTING Perfect for those NEEDS MORTGAGE HELP INCOME. Out back is a fully fenced backyard and mature trees along with a gate allowing for side access. Plus a deep single gar garage and plenty of parking in the driveway! A+ location close to schools, hospital, shopping and easy expressway access! Call today to book your showing! (63007488)","2","3 + 2",,"House",,"184 GATEWOOD Road|Kitchener, Ontario N2M4E4","-80.50905595","43.43247685","N2M4E4",,"$699,900 ","Single Family",,"Freehold","Central Vacuum, Dryer, Refrigerator, Stove, Water softener, Washer",,"Full (Finished)","Forced air","under 1/2 acre","Golf Nearby, Hospital, Place of Worship, Public Transit, Schools",,"RESIDENTIAL","https://cdn.realtor.ca/listing/TS637520053244170000/reb16/highres/7/40080777_1.jpg"
"40079202","Welcome to 38 Balfour Crescent, a beautifully updated 3 bedroom home is a perfect opportunity for any young family or first time buyer. Entering the home from the covered front porch, you enter into the living room with a large front window and new engineered hardwood flooring. The kitchen has plenty of cabinets as well as enough room for a dinette for that morning cup of coffee. The second floor shows off 3 bedrooms, including an extra large master and a 4 piece bathroom. Downstairs is fully finished with a spacious rec room as well as an additional 3 piece bathroom. Walking out into the backyard you find yourself in a great area for those summer evenings with a large deck looking out over the backyard. Located near Fairview Mall, this home has easy access to HWY 8, HWY 401 and plenty of shopping choices and entertainment! (63005893)","2","3 + 0",,"House",,"38 BALFOUR Crescent|Kitchener, Ontario N2C1Z5","-80.44785512","43.42222993","N2C1Z5",,"$575,000 ","Single Family","5","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer, Hot Tub",,"Full (Finished)","Forced air, (Natural gas)","under 1/2 acre","Park, Place of Worship, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637515774912900000/reb16/highres/2/40079202_1.jpg"
"40079475","Beautiful home in a move-in-ready condition. This spacious semi-detached house is only attached at the garage so almost a single detached for the price of a semi! Ideal for first time home buyers, families and investors. Fantastic location, quite street, walking distance to school and daycare, parks and public transportation. Close to Sunrise shopping center, gym, restaurants and minutes from the expressway. The open concept main floor and oversized fenced backyard is ideal for entertaining guests and enjoying family time. Kitchen shows beautifully and modern with brand new granite countertop. Upstairs the 3 spacious bedrooms and full bathroom are great for all your family needs. New flooring on the main floor, new granite countertop and vanity in powder room, new light fixtures, new roof in 2018, brand-new stainless-steel Kitchen appliances including the rangehood, and freshly painted throughout. Come and check it yourself, it wont last long! (63006114)","2","3 + 0","1210.0000","House",,"22 MOUNTAIN LAUREL Crescent|Kitchener, Ontario N2E3X1","-80.51214846","43.40493649","N2E3X1",,"$550,000 ","Single Family","2","Freehold","Dishwasher, Dryer, Refrigerator, Stove, Washer",,"Full (Unfinished)","Forced air, (Natural gas)","under 1/2 acre","Playground, Public Transit, Schools, Shopping",,"RES","https://cdn.realtor.ca/listing/TS637513266770230000/reb16/highres/5/40079475_1.jpg"
